country,region,dataYear,month,FSWCount,surveyArea,popDensity,built,growingSeason,rain,temperature,nightlight,cleanWater,hivRate,protected,hivFear,highCrime,insectNet,ageFirstSex,wealthIndex
Mozambique,Mozambique1,2018,1,0,56,high,0.339720254,256.4010707,53.44822151,11.98671618,80.86671448,27.69465533,med,28.61473274,med,no,47.60674832,19.47209516,-1.757612944
Mozambique,Mozambique1,2018,1,0,56,high,0.321128245,255.8680189,60.7906657,12.29156983,80.43749237,27.64845359,med,30.84769249,med,no,52.36131307,19.42366319,-1.77801609
Mozambique,Mozambique1,2018,1,0,56,high,0.433685263,255.8680189,60.7906657,12.40828965,80.43749237,27.64845359,med,30.84769249,med,no,50.63255885,19.41976419,-1.749274135
Mozambique,Mozambique1,2018,1,0,56,high,0.365347064,256.4010707,53.44822151,12.51502756,80.86671448,27.69465533,med,28.61473274,med,no,50.22952776,18.77117208,-1.674193501
Mozambique,Mozambique1,2018,1,0,56,high,0.312629041,255.8680189,60.7906657,12.53806439,80.43749237,27.64845359,med,30.84769249,med,no,51.97255098,19.45844915,-1.740064502
Mozambique,Mozambique1,2018,1,0,56,high,0.348750678,248.7588669,62.32224121,11.31557513,79.14577484,27.02837152,med,31.64206696,med,no,52.09200074,21.67965624,-2.108741999
Mozambique,Mozambique1,2018,1,NA,56,high,0.348750678,248.7588669,62.32224121,11.31557513,79.14577484,27.02837152,med,31.64206696,med,no,52.09200074,21.67965624,-2.108741999
Mozambique,Mozambique1,2018,1,10,56,high,0.244900996,272.68331,42.05081522,9.573220728,83.91466522,29.08698011,med,24.77807999,low,no,43.10187298,18.9729148,-2.15622592
Mozambique,Mozambique1,2018,1,12,56,high,0.204264185,272.68331,42.05081522,9.951025709,83.91466522,29.08698011,med,24.77807999,low,no,42.12693467,18.23356654,-2.005032301
Mozambique,Mozambique1,2018,1,1,56,high,0.190005649,279.1332214,36.33355507,10.46705166,85.0848999,29.62875725,med,25.37018776,med,no,41.46146462,19.03412652,-1.939612865
Mozambique,Mozambique1,2019,1,16,56,high,0.339720254,201.9331698,33.93752095,12.5119562,78.78408051,22.74434723,med,25.69649124,med,no,52.36131307,19.42366319,-1.77801609
Mozambique,Mozambique1,2014,1,NA,56,high,0.395496301,265.757816,147.0336323,19.37540211,80.81598663,28.49917598,med,34.23957443,med,no,49.43387852,19.47209516,-1.757612944
Mozambique,Mozambique1,2019,1,0,56,high,0.228670668,201.9331698,33.93752095,12.64172929,78.78408051,22.74434723,med,25.69649124,med,no,52.17799363,19.61782471,-1.753580689
Mozambique,Mozambique1,2019,1,0,56,high,0.30913339,204.5782285,32.16642745,12.13261554,79.4496994,22.99647785,med,23.6765213,med,no,48.47064033,19.65118156,-1.835225821
Mozambique,Mozambique1,2019,1,13,56,high,0.30913339,204.5782285,32.16642745,12.41289669,79.4496994,22.99647785,med,23.6765213,med,no,49.40129901,19.55488013,-1.774548411
Mozambique,Mozambique1,2019,1,NA,56,high,0.29183175,204.5782285,32.16642745,12.89360038,79.4496994,22.99647785,med,23.6765213,med,no,50.22952776,18.77117208,-1.674193501
Mozambique,Mozambique1,2019,1,0,56,high,0.456164959,207.1951486,33.3513737,12.67167833,80.05140686,23.24463631,med,22.81674194,med,no,45.878145,18.39814066,-1.691903234
Mozambique,Mozambique1,2019,1,NA,56,high,0.132020939,204.0145313,34.1196902,12.24165697,79.52388763,22.94285605,med,23.46158028,med,no,40.8963474,18.87830326,-1.786548376
Mozambique,Mozambique1,2019,1,NA,56,high,0.16033248,205.6978444,34.3642689,11.07829629,79.56067657,23.10280516,med,22.64247513,med,no,45.64576193,19.59872069,-2.070741892
Mozambique,Mozambique1,2014,1,0,56,high,0.304602014,267.2309447,144.863623,18.96150538,80.58905029,28.62474536,med,36.41180038,med,no,50.55532841,19.93432309,-1.835774183
Mozambique,Mozambique1,2014,1,2,56,high,0.260704209,265.757816,147.0336323,17.0164282,80.81598663,28.49917598,med,34.23957443,med,no,48.31860608,22.00364922,-2.174532175
Mozambique,Mozambique1,2014,1,2,56,high,0.168142557,270.1609301,145.8191663,19.82922813,82.68976593,28.87363119,med,32.81985092,med,no,41.7452353,18.85633969,-1.667064548
Mozambique,Mozambique1,2014,1,0,56,high,0.312629041,270.1609301,145.8191663,20.02964739,82.68976593,28.87363119,med,32.81985092,med,no,42.95743915,18.46645665,-1.653483868
Mozambique,Mozambique1,2014,1,10,56,high,0.339720254,265.757816,147.0336323,19.58119789,80.81598663,28.49917598,med,34.23957443,med,no,49.60818197,18.87067877,-1.768580556
Mozambique,Mozambique1,2014,1,8,56,high,0.246760207,275.5572175,140.0639525,19.56737513,83.79723358,29.32904572,med,31.96902275,med,no,40.28443597,18.43491958,-1.778257966
Mozambique,Mozambique1,2014,1,18,56,med,0.250573953,236.5553144,194.31,25.61378063,77.76721954,25.94643256,med,33.44171524,med,yes,47.18025759,15.39443832,-0.306612909
Mozambique,Mozambique1,2014,1,0,56,high,0.209576188,275.5572175,140.0639525,19.17805256,83.79723358,29.32904572,med,31.96902275,med,no,43.93772067,18.61729816,-1.883854866
Mozambique,Mozambique1,2014,1,0,56,high,0.234365534,275.5572175,140.0639525,18.90544981,83.79723358,29.32904572,med,31.96902275,med,no,43.38987084,19.08277531,-1.927177429
Mozambique,Mozambique1,2014,1,0,56,med,0.208669246,233.2685937,183.1386298,22.44698039,78.4460907,25.65110883,med,34.08560562,med,yes,48.05382894,16.63036767,-0.953693509
Mozambique,Mozambique1,2014,1,3,56,med,0.176899318,232.0202458,189.0338447,22.89159234,78.29827118,25.5384903,med,33.97463608,med,yes,47.46170188,16.98459815,-0.973403215
Mozambique,Mozambique1,2014,1,2,56,med,0.190005649,230.920997,187.0611804,24.54871163,77.48049927,25.43911545,med,33.70632935,med,yes,44.84006032,16.16437063,-0.702032268
Mozambique,Mozambique1,2014,1,2,56,med,0.420993914,234.6107461,166.3528835,22.37403235,77.4407196,25.77191256,med,33.39070892,med,yes,48.10665072,17.8644774,-1.200483918
Mozambique,Mozambique1,2014,1,18,56,med,0.420993914,234.6107461,166.3528835,22.37403235,77.4407196,25.77191256,med,33.39070892,med,yes,47.84085148,17.8644774,-1.200483918
Mozambique,Mozambique1,2014,1,0,56,med,0.196054722,233.1744682,183.8335646,21.64299654,77.49502563,25.64262607,med,33.62857056,med,yes,47.97372021,16.96856951,-1.115112901
Mozambique,Mozambique1,2015,12,4,56,med,0.053757425,262.8575679,68.96384388,13.01723076,78.42935181,28.25109781,med,34.18930435,med,yes,47.98291316,16.43594587,-0.89179033
Mozambique,Mozambique1,2015,12,1,56,med,0.185740278,268.9984969,63.30899481,11.86461983,78.46953583,28.77502621,med,34.68034363,med,no,50.82660207,17.62981114,-1.198612928
Mozambique,Mozambique1,2015,12,NA,56,med,0.170662674,275.8024072,66.95997248,12.87593843,78.91054535,29.34964806,med,34.72821045,med,no,48.22026715,17.24456348,-1.032693505
Mozambique,Mozambique1,2015,12,2,56,high,0.144061478,288.0454422,70.9415592,9.976366057,83.8363266,30.36867953,med,35.47089005,med,no,40.94368039,19.36860288,-1.749080658
Mozambique,Mozambique1,2015,12,NA,56,high,0.111860035,288.0454422,70.9415592,9.976366057,83.8363266,30.36867953,med,35.47089005,med,no,41.42082737,19.36860288,-1.749080658
Mozambique,Mozambique1,2015,12,2,56,high,0.11396013,288.0454422,70.9415592,10.75270768,83.8363266,30.36867953,med,35.47089005,med,no,40.87548455,18.30634472,-1.612951636
Mozambique,Mozambique1,2015,12,0,56,high,0.146998189,288.0454422,70.9415592,10.59989776,83.8363266,30.36867953,med,35.47089005,med,no,43.85074903,18.58805713,-1.681596756
Mozambique,Mozambique1,2015,12,1,56,high,0.150081748,282.314514,73.59904319,10.12380275,82.01926422,29.8940182,med,35.95681381,med,no,48.53731291,19.47945954,-1.755919456
Mozambique,Mozambique1,2015,12,0,56,high,0.123465811,282.314514,73.59904319,10.77881752,82.01926422,29.8940182,med,35.95681381,med,no,48.99923554,18.85950232,-1.685580611
Mozambique,Mozambique1,2015,12,0,56,high,0.181688164,285.6563658,83.32740814,10.42404936,80.93395233,30.17129954,med,38.25077438,med,no,51.95198459,19.45844915,-1.740064502
Mozambique,Mozambique1,2015,12,0,56,high,0.150081748,285.6563658,83.32740814,10.42404936,80.93395233,30.17129954,med,38.25077438,med,no,51.97255098,19.45844915,-1.740064502
Mozambique,Mozambique1,2015,12,0,56,high,0.150081748,285.6563658,83.32740814,10.42404936,80.93395233,30.17129954,med,38.25077438,med,no,51.97255098,19.45844915,-1.740064502
Mozambique,Mozambique1,2015,12,0,56,high,0.150081748,285.6563658,83.32740814,10.42404936,80.93395233,30.17129954,med,38.25077438,med,no,51.97255098,19.45844915,-1.740064502
Mozambique,Mozambique2,2014,1,1,56,high,0.348750678,243.5639386,117.150231,15.27944867,78.34168243,26.57056235,med,35.1918869,med,yes,50.22200398,22.96128872,-2.946145058
Mozambique,Mozambique2,2016,12,0,56,high,0.234365534,265.5682315,37.28910475,9.163164845,84.68438721,28.4829945,med,27.0307579,low,yes,44.96516461,21.69334522,-3.015161276
Mozambique,Mozambique2,2016,12,0,56,high,0.228670668,268.1156052,35.59981898,9.186201672,85.50400543,28.70001331,med,27.23392487,med,yes,43.13949707,21.73120755,-3.001790285
Mozambique,Mozambique2,2016,12,1,56,high,0.253520939,266.7010516,35.64029979,9.07101753,85.31877136,28.57961105,med,27.1272049,low,yes,44.34819083,22.1781865,-3.059290409
Mozambique,Mozambique2,2016,12,1,56,high,0.234365534,268.1156052,35.59981898,8.862150392,85.50400543,28.70001331,med,27.23392487,med,yes,46.50984203,22.05623964,-3.09120965
Mozambique,Mozambique2,2016,12,NA,56,high,0.269483774,272.1073893,39.67923686,9.346693283,86.2599411,29.03834122,med,27.69783592,med,yes,55.61904278,22.49763102,-3.133016109
Mozambique,Mozambique2,2016,12,0,56,high,0.283944226,269.6273074,35.22873233,8.488954093,86.32364655,28.82838824,med,27.01784325,med,yes,48.91969964,22.7170916,-3.2156775
Mozambique,Mozambique2,2016,12,0,56,high,0.209576188,268.1156052,35.59981898,8.862150392,85.50400543,28.70001331,med,27.23392487,med,yes,47.09235661,22.05623964,-3.09120965
Mozambique,Mozambique2,2016,12,0,56,high,0.358312282,269.6273074,35.22873233,8.127275385,86.32364655,28.82838824,med,27.01784325,med,yes,50.95892753,22.44638312,-3.277290344
Mozambique,Mozambique2,2016,12,NA,56,high,0.269483774,268.1156052,35.59981898,9.0157298,85.50400543,28.70001331,med,27.23392487,med,yes,45.06976248,21.89426496,-3.051838636
Mozambique,Mozambique2,2016,12,2,56,high,0.234365534,256.0834832,38.53730337,10.19521675,83.70861816,27.6671336,med,26.51442719,low,yes,47.92539525,22.83903846,-2.889580727
Mozambique,Mozambique2,2014,1,1,56,high,0.204264185,285.6411861,102.0402693,15.55742794,82.49453735,30.17004318,med,33.31027985,med,yes,46.45130202,24.02514952,-2.867741823
Mozambique,Mozambique2,2016,12,26,56,high,0.190005649,256.0834832,38.53730337,9.990188814,83.70861816,27.6671336,med,26.51442719,low,yes,44.0715503,22.23840174,-2.867000103
Mozambique,Mozambique2,2014,1,4,56,high,0.228670668,285.6411861,102.0402693,15.71561439,82.49453735,30.17004318,med,33.31027985,med,yes,44.59427314,22.04528,-2.809193611
Mozambique,Mozambique2,2014,1,0,56,high,0.199247294,285.6411861,102.0402693,15.73788338,82.49453735,30.17004318,med,33.31027985,med,yes,44.32802472,23.0905127,-2.814435482
Mozambique,Mozambique2,2014,1,NA,56,high,0.105221021,321.3855372,105.9560765,14.34415276,84.8503418,33.0534772,med,35.82778168,med,no,54.76465306,21.5472693,-3.137677431
Mozambique,Mozambique2,2017,1,1,56,high,0.053057393,248.4856302,50.71820506,7.103671356,82.17305756,27.00439214,med,27.58149719,low,yes,46.19957755,22.43602897,-3.063790321
Mozambique,Mozambique2,2017,1,0,56,high,0.054491603,248.4856302,50.71820506,6.987719375,82.17305756,27.00439214,med,27.58149719,low,yes,47.7174926,22.79116967,-3.111000061
Mozambique,Mozambique2,2017,1,3,56,high,0.056072914,257.4675874,54.10605509,6.202930693,84.58438873,27.78697381,med,26.31652069,low,yes,50.57421931,22.44638312,-3.277290344
Mozambique,Mozambique2,2017,1,10,56,high,0.023656074,255.4011775,52.92785698,7.466117903,82.38452148,27.60795739,med,26.3333683,low,yes,44.74795133,21.73120755,-3.001790285
Mozambique,Mozambique2,2017,1,0,56,high,0.057825176,257.4675874,54.10605509,6.51469572,84.58438873,27.78697381,med,26.31652069,low,yes,50.07545661,22.27418451,-3.218483925
Mozambique,Mozambique2,2018,1,0,56,high,0.374838513,190.7511268,41.69238033,10.95236075,75.72382355,21.66348987,med,27.70353127,med,yes,49.90113455,22.96128872,-2.946145058
Mozambique,Mozambique2,2018,1,0,56,high,0.368453372,262.2263923,56.05341584,9.872701151,80.01773071,28.19695647,med,28.61134911,med,yes,47.59870736,22.43602897,-3.063790321
Mozambique,Mozambique2,2018,1,2,56,high,0.358312282,264.7360311,48.02024188,10.12533843,83.07776642,28.41190654,med,27.24426651,med,yes,46.57546518,21.85467077,-3.062258005
Mozambique,Mozambique2,2018,1,5,56,high,0.300212232,264.7360311,48.02024188,9.841984282,83.07776642,28.41190654,med,27.24426651,med,yes,47.09235661,22.05623964,-3.09120965
Mozambique,Mozambique2,2014,1,1,56,high,0.142180142,300.7369127,100.4142359,15.61041215,82.39154053,31.40569198,med,33.95955276,med,no,46.15206692,20.16101849,-2.879677534
Mozambique,Mozambique2,2018,1,0,56,high,0.312629041,263.4404151,40.48634995,10.3388126,82.79212189,28.30104501,med,26.90737724,med,yes,46.62828821,21.93498619,-3.026774168
Mozambique,Mozambique2,2018,1,0,56,high,0.358312282,262.2263923,56.05341584,9.690710039,80.01773071,28.19695647,med,28.61134911,med,yes,46.61508092,22.52184668,-3.108935356
Mozambique,Mozambique2,2018,1,0,56,high,0.300212232,264.7360311,48.02024188,9.841984282,83.07776642,28.41190654,med,27.24426651,med,yes,47.09235661,22.05623964,-3.09120965
Mozambique,Mozambique2,2018,1,0,56,high,0.29183175,264.7360311,48.02024188,10.07772909,83.07776642,28.41190654,med,27.24426651,med,yes,45.16491369,21.80251265,-3.03716135
Mozambique,Mozambique2,2018,1,1,56,high,0.321128245,264.7360311,48.02024188,10.12533843,83.07776642,28.41190654,med,27.24426651,med,yes,48.1907738,21.85467077,-3.062258005
Mozambique,Mozambique2,2018,1,0,56,high,0.312629041,263.4404151,40.48634995,10.37106515,82.79212189,28.30104501,med,26.90737724,med,yes,45.35158545,21.69334522,-3.015161276
Mozambique,Mozambique2,2018,1,2,56,high,0.358312282,264.7360311,48.02024188,10.12533843,83.07776642,28.41190654,med,27.24426651,med,yes,46.57546518,21.85467077,-3.062258005
Mozambique,Mozambique2,2018,1,0,56,high,0.43268032,264.9190638,47.70819303,8.488186254,82.6101532,28.42754957,med,27.26363182,med,yes,53.05972221,23.12343658,-3.370661259
Mozambique,Mozambique2,2018,1,0,56,high,0.331177984,266.4264096,41.0632187,10.67361528,83.56136322,28.55620317,med,27.51258087,med,yes,42.71632395,21.16306108,-2.935403347
Mozambique,Mozambique2,2014,1,1,56,high,0.023656074,260.420103,96.7733796,15.74632961,78.44539642,28.0417116,med,33.26478195,med,no,41.75910777,20.01017731,-2.878919363
Mozambique,Mozambique2,2018,1,0,56,high,0.339720254,263.4404151,40.48634995,10.76345908,82.79212189,28.30104501,med,26.90737724,med,yes,45.11322173,22.31668189,-2.956048489
Mozambique,Mozambique2,2018,1,0,56,high,0.332011379,260.0600131,33.75282135,10.96618351,82.09080505,28.01070892,med,26.50682449,med,yes,44.07814963,21.62580923,-2.897016048
Mozambique,Mozambique2,2018,1,0,56,high,0.331177984,260.0600131,33.75282135,11.09979744,82.09080505,28.01070892,med,26.50682449,med,yes,45.0523912,22.37321461,-2.901306391
Mozambique,Mozambique2,2018,1,1,56,high,0.297008885,260.0600131,33.75282135,11.08290333,82.09080505,28.01070892,med,26.50682449,med,yes,45.28716884,21.87927643,-2.881338596
Mozambique,Mozambique2,2018,1,0,56,high,0.260704209,246.4321197,34.86186349,11.03529399,80.81737518,26.82382181,med,26.6139946,med,yes,44.39997988,22.85467678,-2.8845644
Mozambique,Mozambique2,2018,1,0,56,high,0.283944226,260.0600131,33.75282135,11.05679514,82.09080505,28.01070892,med,26.50682449,med,yes,43.63209045,21.91562239,-2.867967606
Mozambique,Mozambique2,2014,1,0,56,high,0.330142561,272.2195913,78.41895013,14.08921196,81.86562347,29.04782057,med,31.54512787,med,no,57.90063012,22.80022361,-3.031387091
Mozambique,Mozambique2,2014,1,2,56,high,0.348750678,267.7039868,90.02213694,14.45396203,80.22935486,28.6650054,med,32.37714386,med,no,57.89978117,22.81096644,-2.989596844
Mozambique,Mozambique2,2019,12,0,56,high,0.328821484,207.4775586,35.86632632,8.290836707,81.51837158,23.27134094,med,23.14517593,med,yes,50.57421931,22.44638312,-3.277290344
Mozambique,Mozambique2,2019,12,0,56,high,0.321128245,210.0692259,32.189199,9.86194975,81.50478363,23.51572561,med,23.06059456,med,yes,43.84252437,21.41453599,-2.955064535
Mozambique,Mozambique2,2019,12,0,56,high,0.246760207,184.0252429,54.83810697,10.17294776,79.20308685,21.00120183,med,25.02692986,med,yes,52.33900193,23.05182741,-3.034129143
Mozambique,Mozambique2,2019,12,0,56,high,0.30913339,207.4775586,35.86632632,8.723161579,81.51837158,23.27134094,med,23.14517593,med,yes,48.52393239,22.7170916,-3.2156775
Mozambique,Mozambique2,2019,12,0,56,high,0.328821484,207.4775586,35.86632632,8.290836707,81.51837158,23.27134094,med,23.14517593,med,yes,50.57421931,22.44638312,-3.277290344
Mozambique,Mozambique2,2019,12,0,56,high,0.409956734,207.9412195,40.29911999,9.464180946,80.92572021,23.31515278,med,23.0517807,med,yes,45.16491369,21.80251265,-3.03716135
Mozambique,Mozambique2,2014,1,0,56,high,0.358312282,279.6310791,107.5087313,17.64917398,81.18603516,29.67035393,med,34.40591049,med,yes,56.40370216,26.65612367,-2.414596796
Mozambique,Mozambique2,2019,12,0,56,high,0.395496301,207.9412195,40.29911999,9.253008642,80.92572021,23.31515278,med,23.0517807,med,yes,46.50984203,22.05623964,-3.09120965
Mozambique,Mozambique2,2019,12,1,56,high,0.395496301,207.9412195,40.29911999,9.253008642,80.92572021,23.31515278,med,23.0517807,med,yes,46.50984203,22.05623964,-3.09120965
Mozambique,Mozambique2,2019,12,16,56,high,0.300212232,207.9412195,40.29911999,8.975031017,80.92572021,23.31515278,med,23.0517807,med,yes,47.33039861,22.18927636,-3.157725811
Mozambique,Mozambique2,2019,12,4,56,high,0.390698337,207.4775586,35.86632632,8.290836707,81.51837158,23.27134094,med,23.14517593,med,yes,50.95892753,22.44638312,-3.277290344
Mozambique,Mozambique2,2019,12,0,56,high,0.351426328,207.4775586,35.86632632,8.290836707,81.51837158,23.27134094,med,23.14517593,med,yes,51.6286427,22.44638312,-3.277290344
Mozambique,Mozambique2,2019,12,NA,56,high,0.374838513,207.9412195,40.29911999,9.483378579,80.92572021,23.31515278,med,23.0517807,med,yes,46.71433433,21.89426496,-3.051838636
Mozambique,Mozambique2,2019,12,3,56,high,0.356355223,209.5253916,41.78177752,9.918006968,80.66002655,23.46454567,med,23.03741837,med,yes,45.02854558,22.00013988,-2.990257978
Mozambique,Mozambique2,2019,12,0,56,high,0.330142561,209.5253916,41.78177752,9.918774807,80.66002655,23.46454567,med,23.03741837,med,yes,43.14853972,21.6537074,-2.972048283
Mozambique,Mozambique2,2019,12,1,56,high,0.304602014,209.5253916,41.78177752,10.06237066,80.66002655,23.46454567,med,23.03741837,med,yes,43.0666756,21.75057135,-2.950806379
Mozambique,Mozambique2,2014,1,0,56,high,0.269483774,306.8529013,103.1847347,14.4593369,85.78081512,31.89870743,med,33.9593811,med,yes,44.53573064,21.69334522,-3.015161276
Mozambique,Mozambique2,2014,1,0,56,high,0.246760207,311.2415151,113.4267113,14.24355921,86.6107254,32.24987283,med,34.46251297,med,yes,48.31960469,22.17710375,-3.084967852
Mozambique,Mozambique2,2014,1,0,56,high,0.234365534,315.0061564,115.4887695,13.50407552,86.02498627,32.5494096,med,34.58659363,med,yes,51.80613752,22.27418451,-3.218483925
Mozambique,Mozambique2,2015,12,0,56,high,0.218157116,305.1235916,93.71697836,7.300252242,87.53114319,31.7597385,med,36.43575668,med,yes,44.96516461,21.69334522,-3.015161276
Mozambique,Mozambique2,2015,12,0,56,high,0.123465811,305.1235916,93.71697836,7.595124805,87.53114319,31.7597385,med,36.43575668,med,yes,43.58919366,21.6537074,-2.972048283
Mozambique,Mozambique2,2015,12,0,56,high,0.256545467,304.6353548,99.59447264,7.05145416,88.09340668,31.72044198,med,36.35456467,med,yes,48.3146821,21.85467077,-3.062258005
Mozambique,Mozambique2,2015,12,0,56,high,0.244900996,304.6353548,99.59447264,6.810335297,88.09340668,31.72044198,med,36.35456467,med,yes,47.08781394,22.00442855,-3.115612984
Mozambique,Mozambique2,2015,12,0,56,high,0.218157116,304.6353548,99.59447264,6.597628138,88.09340668,31.72044198,med,36.35456467,med,yes,49.16163964,22.11636829,-3.165806532
Mozambique,Mozambique2,2015,12,NA,56,high,0.289815385,305.9158726,97.82085201,6.339615985,88.68752289,31.82344893,med,36.21648026,med,yes,51.80613752,22.27418451,-3.218483925
Mozambique,Mozambique2,2015,12,0,56,high,0.289815385,305.9158726,97.82085201,6.339615985,88.68752289,31.82344893,med,36.21648026,med,yes,51.80613752,22.27418451,-3.218483925
Mozambique,Mozambique2,2015,12,10,56,high,0.181688164,305.9158726,97.82085201,6.436370337,88.68752289,31.82344893,med,36.21648026,med,yes,48.44308107,22.39626093,-3.200967789
